,Articles,Categories
1810,A1811,"C0001,C0008,C0032,C0125,C0001,C0005"
1811,A1812,"C0001,C0008,C0063"
1812,A1813,"C0001,C0014,C0051"
1813,A1814,"C0001,C0003,C0030"
1814,A1815,"C0001,C0008,C0018,C0118,C0001,C0005"
1815,A1816,"C0001,C0008,C0018,C0118,C0001,C0005"
1816,A1817,"C0001,C0054,C0047"
1817,A1818,"C0001,C0013,C0080"
1818,A1819,"C0001,C0008,C0058"
1819,A1820,"C0001,C0016,C0028,C0120"
1820,A1821,"C0001,C0016,C0033,C0133"
1821,A1822,"C0001,C0013,C0080"
1822,A1823,"C0001,C0014,C0089"
1823,A1824,"C0001,C0014,C0051"
1824,A1825,"C0001,C0008,C0032,C0125,C0001,C0005"
1825,A1826,"C0001,C0008,C0062"
1826,A1827,"C0001,C0008,C0078"
1827,A1828,"C0001,C0011,C0093"
1828,A1829,"C0001,C0014,C0117"
1829,A1830,"C0001,C0016,C0028,C0135"
1830,A1831,"C0001,C0016,C0092,C0142"
1831,A1832,"C0001,C0016,C0092,C0142"
1832,A1833,"C0001,C0016,C0092,C0142"
1833,A1834,"C0001,C0016,C0092,C0142"
1834,A1835,"C0001,C0016,C0092,C0142"
1835,A1836,"C0001,C0016,C0092,C0142"
1836,A1837,"C0001,C0016,C0028,C0135"
1837,A1838,"C0001,C0008,C0018"
1838,A1839,"C0001,C0006,C0019"
1839,A1840,"C0001,C0003,C0037"
1840,A1841,"C0001,C0010,C0115"
1841,A1842,"C0001,C0016,C0092,C0142"
1842,A1843,"C0001,C0009,C0060"
1843,A1844,"C0001,C0006,C0024,C0001,C0009,C0029,C0122"
1844,A1845,"C0001,C0016,C0028,C0135"
1845,A1846,"C0001,C0016,C0033,C0127"
1846,A1847,"C0001,C0008,C0032,C0125,C0001,C0005"
1847,A1848,"C0001,C0014,C0094"
1848,A1849,"C0001,C0016,C0028,C0136"
1849,A1850,"C0001,C0054,C0100"
1850,A1851,"C0001,C0008,C0053"
1851,A1852,"C0001,C0009,C0086"
1852,A1853,"C0001,C0009,C0020"
1853,A1854,"C0001,C0008,C0063"
1854,A1855,"C0001,C0008,C0063"
1855,A1856,"C0001,C0014,C0068"
1856,A1857,"C0001,C0008,C0062"
1857,A1858,"C0001,C0009,C0029,C0122"
1858,A1859,"C0001,C0009,C0023"
1859,A1860,"C0001,C0008,C0018"
1860,A1861,"C0001,C0054,C0107"
1861,A1862,"C0001,C0054,C0110"
1862,A1863,"C0001,C0003,C0037"
1863,A1864,"C0001,C0014,C0094"
1864,A1865,"C0001,C0014,C0094"
1865,A1866,"C0001,C0016,C0028,C0120"
1866,A1867,"C0001,C0011,C0087"
1867,A1868,"C0001,C0014,C0114"
1868,A1869,"C0001,C0054,C0056"
1869,A1870,"C0001,C0014,C0068"
1870,A1871,"C0001,C0016,C0033,C0127"
1871,A1872,"C0001,C0014,C0068"
1872,A1873,"C0001,C0016,C0028,C0120"
1873,A1874,"C0001,C0016,C0028,C0120"
1874,A1875,"C0001,C0016,C0028,C0120"
1875,A1876,"C0001,C0006,C0050,C0001,C0054,C0107"
1876,A1877,"C0001,C0016,C0092,C0142"
1877,A1878,"C0001,C0016,C0028,C0135"
1878,A1879,"C0001,C0008,C0022"
1879,A1880,"C0001,C0016,C0092,C0134"
1880,A1881,"C0001,C0009,C0020"
1881,A1882,"C0001,C0011,C0070"
1882,A1883,"C0001,C0008,C0063"
1883,A1884,"C0001,C0008,C0053"
1884,A1885,"C0001,C0009,C0020,C0001,C0014,C0068"
1885,A1886,"C0001,C0014,C0068"
1886,A1887,"C0001,C0016,C0028,C0140"
1887,A1888,"C0001,C0015,C0101,C0001,C0016,C0092,C0142"
1888,A1889,"C0001,C0016,C0033,C0127"
1889,A1890,"C0001,C0009,C0020"
1890,A1891,"C0001,C0004,C0095"
1891,A1892,"C0001,C0016,C0028,C0120"
1892,A1893,"C0001,C0008,C0053"
1893,A1894,"C0001,C0016,C0028,C0140"
1894,A1895,"C0001,C0014,C0026"
1895,A1896,"C0001,C0011,C0113,C0001,C0014,C0117"
1896,A1897,"C0001,C0014,C0090"
1897,A1898,"C0001,C0014,C0017"
1898,A1899,"C0001,C0014,C0051"
1899,A1900,"C0001,C0014,C0068"
1900,A1901,"C0001,C0009,C0029,C0122,C0001,C0014,C0079"
1901,A1902,"C0001,C0009,C0029,C0122,C0001,C0014,C0079"
1902,A1903,"C0001,C0009,C0029,C0122,C0001,C0014,C0079"
1903,A1904,"C0001,C0009,C0029,C0122,C0001,C0014,C0079"
1904,A1905,"C0001,C0014,C0117"
1905,A1906,"C0001,C0014,C0026"
1906,A1907,"C0001,C0014,C0051"
1907,A1908,"C0001,C0014,C0061"
1908,A1909,"C0001,C0014,C0089"
1909,A1910,"C0001,C0014,C0017"
1910,A1911,"C0001,C0014,C0079"
1911,A1912,"C0001,C0009,C0029,C0122,C0001,C0009,C0029,C0121,C0001,C0014,C0079"
1912,A1913,"C0001,C0009,C0029,C0122,C0001,C0014,C0079"
1913,A1914,"C0001,C0009,C0029,C0122,C0001,C0014,C0079"
1914,A1915,"C0001,C0009,C0029,C0124,C0001,C0014,C0089"
1915,A1916,"C0001,C0016,C0028,C0135"
1916,A1917,"C0001,C0016,C0028,C0135"
1917,A1918,"C0001,C0009,C0020"
1918,A1919,"C0001,C0014,C0068"
1919,A1920,"C0001,C0054,C0100"
1920,A1921,"C0001,C0014,C0114"
1921,A1922,"C0001,C0016,C0092,C0142"
1922,A1923,"C0001,C0016,C0028,C0132"
1923,A1924,"C0001,C0014,C0108"
1924,A1925,"C0001,C0014,C0068"
1925,A1926,"C0001,C0009,C0076"
1926,A1927,"C0001,C0009,C0076"
1927,A1928,"C0001,C0009,C0067"
1928,A1929,"C0001,C0016,C0028,C0120"
1929,A1930,"C0001,C0016,C0028,C0128"
1930,A1931,"C0001,C0016,C0028,C0120"
1931,A1932,"C0001,C0013,C0081"
1932,A1933,"C0001,C0016,C0028,C0141"
1933,A1934,"C0001,C0011,C0072"
1934,A1935,"C0001,C0009,C0029,C0122,C0001,C0014,C0102"
1935,A1936,"C0001,C0008,C0062"
1936,A1937,"C0001,C0013,C0081"
1937,A1938,"C0001,C0011,C0070"
1938,A1939,"C0001,C0015,C0103"
1939,A1940,"C0001,C0013,C0082"
1940,A1941,"C0001,C0014,C0069"
1941,A1942,"C0001,C0016,C0028,C0137"
1942,A1943,"C0001,C0014,C0026"
1943,A1944,"C0001,C0014,C0094"
1944,A1945,"C0001,C0009,C0029"
1945,A1946,"C0001,C0009,C0086"
1946,A1947,"C0001,C0009,C0029,C0122"
1947,A1948,"C0001,C0009,C0086"
1948,A1949,"C0001,C0015,C0103"
1949,A1950,"C0001,C0009,C0060"
1950,A1951,"C0001,C0009,C0060"
1951,A1952,"C0001,C0009,C0060"
1952,A1953,"C0001,C0009,C0060"
1953,A1954,"C0001,C0008,C0066"
1954,A1955,"C0001,C0009,C0020"
1955,A1956,"C0001,C0009,C0060"
1956,A1957,"C0001,C0009,C0060"
1957,A1958,"C0001,C0009,C0086"
1958,A1959,"C0001,C0009,C0086"
1959,A1960,"C0001,C0009,C0086"
1960,A1961,"C0001,C0009,C0086"
1961,A1962,"C0001,C0009,C0099"
1962,A1963,"C0001,C0009,C0060"
1963,A1964,"C0001,C0009,C0086"
1964,A1965,"C0001,C0009,C0060"
1965,A1966,"C0001,C0009,C0060"
1966,A1967,"C0001,C0009,C0099"
1967,A1968,"C0001,C0009,C0060"
1968,A1969,"C0001,C0009,C0099"
1969,A1970,"C0001,C0009,C0086"
1970,A1971,"C0001,C0009,C0099"
1971,A1972,"C0001,C0010,C0041,C0001,C0009,C0099"
1972,A1973,"C0001,C0004,C0095"
1973,A1974,"C0001,C0004,C0049"
1974,A1975,"C0001,C0004,C0036"
1975,A1976,"C0001,C0009,C0076"
1976,A1977,"C0001,C0025,C0025,C0001,C0009,C0060"
1977,A1978,"C0001,C0009,C0099"
1978,A1979,"C0001,C0016,C0028,C0141"
1979,A1980,"C0001,C0009,C0029,C0001,C0016,C0092,C0134"
1980,A1981,"C0001,C0009,C0029"
1981,A1982,"C0001,C0009,C0060"
1982,A1983,"C0001,C0009,C0086"
1983,A1984,"C0001,C0004,C0075,C0001,C0010,C0115"
1984,A1985,"C0001,C0009,C0060"
1985,A1986,"C0001,C0009,C0060"
1986,A1987,"C0001,C0009,C0060"
1987,A1988,"C0001,C0009,C0076"
1988,A1989,"C0001,C0054,C0110"
1989,A1990,"C0001,C0009,C0029,C0001,C0009,C0060"
1990,A1991,"C0001,C0014,C0094"
1991,A1992,"C0001,C0008,C0062"
1992,A1993,"C0001,C0006,C0024"
1993,A1994,"C0001,C0011,C0070"
1994,A1995,"C0001,C0016,C0033,C0127"
1995,A1996,"C0001,C0009,C0060"
1996,A1997,"C0001,C0014,C0117"
1997,A1998,"C0001,C0054,C0031"
1998,A1999,"C0001,C0016,C0028,C0137"
1999,A2000,"C0001,C0008,C0032,C0125,C0001,C0005"
2000,A2001,"C0001,C0054,C0056"
2001,A2002,"C0001,C0016,C0028,C0136"
2002,A2003,"C0001,C0008,C0062,C0119,C0001,C0005"
2003,A2004,"C0001,C0006,C0050"
2004,A2005,"C0001,C0054,C0109"
2005,A2006,"C0001,C0014,C0077"
2006,A2007,"C0001,C0008,C0018"
2007,A2008,"C0001,C0016,C0028,C0137"
2008,A2009,"C0001,C0006,C0019"
2009,A2010,"C0001,C0006,C0024,C0001,C0054,C0054"
2010,A2011,"C0001,C0016,C0028,C0120"
2011,A2012,"C0001,C0016,C0028,C0120"
2012,A2013,"C0001,C0004,C0095"
2013,A2014,"C0001,C0003,C0048"
2014,A2015,"C0001,C0008,C0085"
2015,A2016,"C0001,C0006,C0019,C0001,C0006,C0050"
2016,A2017,"C0001,C0011,C0087"
2017,A2018,"C0001,C0008,C0064"
2018,A2019,"C0001,C0011,C0059"
2019,A2020,"C0001,C0008,C0058,C0001,C0008,C0085"
2020,A2021,"C0001,C0016,C0092,C0142"
2021,A2022,"C0001,C0016,C0092,C0142"
2022,A2023,"C0001,C0016,C0092,C0143"
2023,A2024,"C0001,C0008,C0058"
2024,A2025,"C0001,C0014,C0089"
2025,A2026,"C0001,C0016,C0028,C0137"
2026,A2027,"C0001,C0016,C0028,C0135"
2027,A2028,"C0001,C0004,C0021"
2028,A2029,"C0001,C0004,C0071"
2029,A2030,"C0001,C0015,C0091"
2030,A2031,"C0001,C0004,C0049"
2031,A2032,"C0001,C0014,C0077"
2032,A2033,"C0001,C0054,C0054,C0001,C0016,C0028,C0135"
2033,A2034,"C0001,C0016,C0028,C0137"
2034,A2035,"C0001,C0014,C0034"
2035,A2036,"C0001,C0008,C0066"
2036,A2037,"C0001,C0009,C0029,C0122"
2037,A2038,"C0001,C0005,C0001,C0008,C0053,C0130"
2038,A2039,"C0001,C0016,C0028,C0135"
2039,A2040,"C0001,C0016,C0028,C0135"
2040,A2041,"C0001,C0008,C0084"
2041,A2042,"C0001,C0008,C0084"
2042,A2043,"C0001,C0008,C0111"
2043,A2044,"C0001,C0008,C0084"
2044,A2045,"C0001,C0008,C0084"
2045,A2046,"C0001,C0008,C0084"
2046,A2047,"C0001,C0008,C0111"
2047,A2048,"C0001,C0008,C0084"
2048,A2049,"C0001,C0008,C0084"
2049,A2050,"C0001,C0008,C0084"
2050,A2051,"C0001,C0008,C0111"
2051,A2052,"C0001,C0008,C0084"
2052,A2053,"C0001,C0008,C0111"
2053,A2054,"C0001,C0008,C0084"
2054,A2055,"C0001,C0008,C0084"
2055,A2056,"C0001,C0008,C0084"
2056,A2057,"C0001,C0008,C0111"
2057,A2058,"C0001,C0008,C0085"
2058,A2059,"C0001,C0008,C0084"
2059,A2060,"C0001,C0008,C0111"
2060,A2061,"C0001,C0008,C0084"
2061,A2062,"C0001,C0008,C0084"
2062,A2063,"C0001,C0014,C0077"
2063,A2064,"C0001,C0008,C0088"
2064,A2065,"C0001,C0008,C0063"
2065,A2066,"C0001,C0016,C0033,C0126"
2066,A2067,"C0001,C0016,C0033,C0127"
2067,A2068,"C0001,C0016,C0033,C0126"
2068,A2069,"C0001,C0008,C0066"
2069,A2070,"C0001,C0016,C0028,C0137"
2070,A2071,"C0001,C0016,C0028,C0136"
2071,A2072,"C0001,C0016,C0028,C0128"
2072,A2073,"C0001,C0006,C0024"
2073,A2074,"C0001,C0010,C0041,C0001,C0006,C0050"
2074,A2075,"C0001,C0006,C0050"
2075,A2076,"C0001,C0015,C0104"
2076,A2077,"C0001,C0013,C0081"
2077,A2078,"C0001,C0009,C0020,C0001,C0014,C0102"
2078,A2079,"C0001,C0016,C0033,C0126,C0001,C0016,C0092,C0134"
2079,A2080,"C0001,C0008,C0035"
2080,A2081,"C0001,C0054,C0107"
2081,A2082,"C0001,C0008,C0058"
2082,A2083,"C0001,C0005,C0001,C0008,C0053,C0130"
2083,A2084,"C0001,C0008,C0066"
2084,A2085,"C0001,C0016,C0028,C0128"
2085,A2086,"C0001,C0014,C0069"
2086,A2087,"C0001,C0015,C0101"
2087,A2088,"C0001,C0008,C0066"
2088,A2089,"C0001,C0014,C0089"
2089,A2090,"C0001,C0016,C0028,C0128"
2090,A2091,"C0001,C0014,C0068"
2091,A2092,"C0001,C0011,C0073"
2092,A2093,"C0001,C0014,C0090"
2093,A2094,"C0001,C0010,C0038"
2094,A2095,"C0001,C0009,C0076"
2095,A2096,"C0001,C0025,C0025"
2096,A2097,"C0001,C0009,C0020,C0001,C0009,C0060"
2097,A2098,"C0001,C0003,C0048"
2098,A2099,"C0001,C0008,C0062,C0119,C0001,C0005"
2099,A2100,"C0001,C0004,C0049"
2100,A2101,"C0001,C0008,C0058"
2101,A2102,"C0001,C0016,C0028,C0120"
2102,A2103,"C0001,C0006,C0098"
2103,A2104,"C0001,C0008,C0062"
2104,A2105,"C0001,C0054,C0110"
2105,A2106,"C0001,C0004,C0095"
2106,A2107,"C0001,C0014,C0094"
2107,A2108,"C0001,C0016,C0033,C0127"
2108,A2109,"C0001,C0009,C0020"
2109,A2110,"C0001,C0008,C0062,C0119,C0001,C0005"
2110,A2111,"C0001,C0011,C0070"
2111,A2112,"C0001,C0016,C0028,C0128"
2112,A2113,"C0001,C0016,C0092,C0129"
2113,A2114,"C0001,C0008,C0062"
2114,A2115,"C0001,C0009,C0020"
2115,A2116,"C0001,C0009,C0060"
2116,A2117,"C0001,C0003,C0030"
2117,A2118,"C0001,C0054,C0054,C0001,C0012"
2118,A2119,"C0001,C0003,C0030"
2119,A2120,"C0001,C0008,C0063"
2120,A2121,"C0001,C0016,C0028,C0136"
2121,A2122,"C0001,C0016,C0028,C0135"
2122,A2123,"C0001,C0010,C0041,C0001,C0016,C0092,C0129"
2123,A2124,"C0001,C0003,C0037"
2124,A2125,"C0001,C0016,C0028,C0135"
2125,A2126,"C0001,C0010,C0041"
2126,A2127,"C0001,C0004,C0071"
2127,A2128,"C0001,C0011,C0070"
2128,A2129,"C0001,C0004,C0042,C0001,C0004,C0095"
2129,A2130,"C0001,C0016,C0092,C0143"
2130,A2131,"C0001,C0004,C0021"
2131,A2132,"C0001,C0004,C0071"
2132,A2133,"C0001,C0004,C0075,C0001,C0010,C0115"
2133,A2134,"C0001,C0010,C0106"
2134,A2135,"C0001,C0004,C0071"
2135,A2136,"C0001,C0016,C0092,C0134"
2136,A2137,"C0001,C0009,C0076"
2137,A2138,"C0001,C0009,C0099"
2138,A2139,"C0001,C0004,C0052"
2139,A2140,"C0001,C0016,C0028,C0140"
2140,A2141,"C0001,C0003,C0030"
2141,A2142,"C0001,C0016,C0033,C0127"
2142,A2143,"C0001,C0009,C0076"
2143,A2144,"C0001,C0008,C0063"
2144,A2145,"C0001,C0005,C0001,C0008,C0065,C0139"
2145,A2146,"C0001,C0008,C0088"
2146,A2147,"C0001,C0005,C0001,C0008,C0065,C0139"
2147,A2148,"C0001,C0009,C0076"
2148,A2149,"C0001,C0009,C0099"
2149,A2150,"C0001,C0005,C0001,C0008,C0053,C0130"
2150,A2151,"C0001,C0009,C0029,C0122"
2151,A2152,"C0001,C0016,C0033,C0127"
2152,A2153,"C0001,C0008,C0063"
2153,A2154,"C0001,C0008,C0088"
2154,A2155,"C0001,C0011,C0093"
2155,A2156,"C0001,C0011,C0113"
2156,A2157,"C0001,C0016,C0033,C0127,C0001,C0008,C0066"
2157,A2158,"C0001,C0016,C0033,C0126"
2158,A2159,"C0001,C0009,C0020"
2159,A2160,"C0001,C0013,C0089"
2160,A2161,"C0001,C0009,C0086"
2161,A2162,"C0001,C0004,C0052,C0001,C0008,C0058"
2162,A2163,"C0001,C0014,C0102"
2163,A2164,"C0001,C0014,C0117"
2164,A2165,"C0001,C0014,C0077"
2165,A2166,"C0001,C0014,C0027"
2166,A2167,"C0001,C0014,C0051"
2167,A2168,"C0001,C0008,C0062"
2168,A2169,"C0001,C0009,C0023"
2169,A2170,"C0001,C0015,C0046"
2170,A2171,"C0001,C0015,C0103"
2171,A2172,"C0001,C0004,C0095"
2172,A2173,"C0001,C0016,C0028,C0137"
2173,A2174,"C0001,C0008,C0063"
2174,A2175,"C0001,C0008,C0063"
2175,A2176,"C0001,C0008,C0063"
2176,A2177,"C0001,C0016,C0092,C0134"
2177,A2178,"C0001,C0005,C0001,C0008,C0065,C0139"
2178,A2179,"C0001,C0008,C0058"
2179,A2180,"C0001,C0008,C0053"
2180,A2181,"C0001,C0025,C0025"
2181,A2182,"C0001,C0009,C0096"
2182,A2183,"C0001,C0013,C0082"
2183,A2184,"C0001,C0005,C0001,C0008,C0053,C0130"
2184,A2185,"C0001,C0014,C0068"
2185,A2186,"C0001,C0016,C0033,C0138"
2186,A2187,"C0001,C0016,C0028,C0120"
2187,A2188,"C0001,C0009,C0029,C0122"
2188,A2189,"C0001,C0014,C0068"
2189,A2190,"C0001,C0009,C0029,C0124,C0001,C0014,C0051"
2190,A2191,"C0001,C0014,C0117"
2191,A2192,"C0001,C0014,C0026"
2192,A2193,"C0001,C0014,C0117"
2193,A2194,"C0001,C0003,C0037"
2194,A2195,"C0001,C0014,C0117"
2195,A2196,"C0001,C0016,C0028,C0137"
2196,A2197,"C0001,C0054,C0112"
2197,A2198,"C0001,C0016,C0028,C0120"
2198,A2199,"C0001,C0014,C0108"
2199,A2200,"C0001,C0014,C0068"
2200,A2201,"C0001,C0009,C0029,C0121"
2201,A2202,"C0001,C0014,C0026"
2202,A2203,"C0001,C0014,C0061"
2203,A2204,"C0001,C0008,C0062"
2204,A2205,"C0001,C0014,C0017"
2205,A2206,"C0001,C0008,C0032,C0125,C0001,C0005"
2206,A2207,"C0001,C0054,C0055"
2207,A2208,"C0001,C0014,C0114"
2208,A2209,"C0001,C0014,C0094"
2209,A2210,"C0001,C0014,C0027"
2210,A2211,"C0001,C0014,C0061"
2211,A2212,"C0001,C0014,C0069"
2212,A2213,"C0001,C0014,C0094,C0001,C0014,C0114"
2213,A2214,"C0001,C0009,C0029,C0121,C0001,C0014,C0079"
2214,A2215,"C0001,C0009,C0029,C0121,C0001,C0014,C0079"
2215,A2216,"C0001,C0014,C0117"
2216,A2217,"C0001,C0014,C0114"
2217,A2218,"C0001,C0014,C0117"
2218,A2219,"C0001,C0014,C0114"
2219,A2220,"C0001,C0014,C0017"
2220,A2221,"C0001,C0014,C0097"
2221,A2222,"C0001,C0014,C0027,C0001,C0014,C0051"
2222,A2223,"C0001,C0008,C0053"
2223,A2224,"C0001,C0014,C0117"
2224,A2225,"C0001,C0011,C0087"
2225,A2226,"C0001,C0014,C0017"
2226,A2227,"C0001,C0008,C0062,C0119,C0001,C0005"
2227,A2228,"C0001,C0011,C0072"
2228,A2229,"C0001,C0009,C0116"
2229,A2230,"C0001,C0003,C0045"
2230,A2231,"C0001,C0008,C0064"
2231,A2232,"C0001,C0054,C0055"
2232,A2233,"C0001,C0013,C0082"
2233,A2234,"C0001,C0014,C0090"
2234,A2235,"C0001,C0009,C0099"
2235,A2236,"C0001,C0015,C0046"
2236,A2237,"C0001,C0014,C0090"
2237,A2238,"C0001,C0008,C0063"
2238,A2239,"C0001,C0008,C0063"
2239,A2240,"C0001,C0008,C0065"
2240,A2241,"C0001,C0014,C0108"
2241,A2242,"C0001,C0015,C0046,C0001,C0014,C0102"
2242,A2243,"C0001,C0054,C0039"
2243,A2244,"C0001,C0006,C0050"
2244,A2245,"C0001,C0008,C0088"
2245,A2246,"C0001,C0025,C0025"
2246,A2247,"C0001,C0016,C0028,C0141"
2247,A2248,"C0001,C0014,C0114"
2248,A2249,"C0001,C0014,C0040"
2249,A2250,"C0001,C0014,C0077"
2250,A2251,"C0001,C0009,C0029,C0122,C0001,C0014,C0102"
2251,A2252,"C0001,C0014,C0068"
2252,A2253,"C0001,C0014,C0089"
2253,A2254,"C0001,C0014,C0089"
2254,A2255,"C0001,C0014,C0117"
2255,A2256,"C0001,C0014,C0051"
2256,A2257,"C0001,C0014,C0027"
2257,A2258,"C0001,C0014,C0089"
2258,A2259,"C0001,C0008,C0018"
2259,A2260,"C0001,C0014,C0102"
2260,A2261,"C0001,C0014,C0114"
2261,A2262,"C0001,C0006,C0098"
2262,A2263,"C0001,C0014,C0061"
2263,A2264,"C0001,C0014,C0102"
2264,A2265,"C0001,C0014,C0026"
2265,A2266,"C0001,C0014,C0074"
2266,A2267,"C0001,C0014,C0114"
2267,A2268,"C0001,C0009,C0099"
2268,A2269,"C0001,C0014,C0051"
2269,A2270,"C0001,C0014,C0094"
2270,A2271,"C0001,C0014,C0094"
2271,A2272,"C0001,C0014,C0090"
2272,A2273,"C0001,C0014,C0051"
2273,A2274,"C0001,C0014,C0094"
2274,A2275,"C0001,C0003,C0048"
2275,A2276,"C0001,C0014,C0108"
2276,A2277,"C0001,C0011,C0113,C0001,C0014,C0117"
2277,A2278,"C0001,C0014,C0117"
2278,A2279,"C0001,C0014,C0077"
2279,A2280,"C0001,C0014,C0117"
2280,A2281,"C0001,C0014,C0102"
2281,A2282,"C0001,C0014,C0114"
2282,A2283,"C0001,C0014,C0026"
2283,A2284,"C0001,C0014,C0117"
2284,A2285,"C0001,C0014,C0094"
2285,A2286,"C0001,C0009,C0029,C0122,C0001,C0014,C0079"
2286,A2287,"C0001,C0014,C0074"
2287,A2288,"C0001,C0014,C0068"
2288,A2289,"C0001,C0008,C0064"
2289,A2290,"C0001,C0009,C0029,C0122"
2290,A2291,"C0001,C0014,C0108"
2291,A2292,"C0001,C0014,C0068"
2292,A2293,"C0001,C0005,C0001,C0008,C0065,C0139"
2293,A2294,"C0001,C0008,C0065"
2294,A2295,"C0001,C0006,C0098"
2295,A2296,"C0001,C0014,C0117"
2296,A2297,"C0001,C0014,C0089"
2297,A2298,"C0001,C0014,C0094"
2298,A2299,"C0001,C0011,C0093"
2299,A2300,"C0001,C0009,C0067"
2300,A2301,"C0001,C0014,C0061"
2301,A2302,"C0001,C0015,C0103"
2302,A2303,"C0001,C0054,C0047"
2303,A2304,"C0001,C0014,C0068"
2304,A2305,"C0001,C0009,C0099"
2305,A2306,"C0001,C0008,C0084"
2306,A2307,"C0001,C0054,C0057"
2307,A2308,"C0001,C0054,C0056"
2308,A2309,"C0001,C0016,C0092,C0144"
2309,A2310,"C0001,C0015,C0083"
2310,A2311,"C0001,C0008,C0066"
2311,A2312,"C0001,C0004,C0095"
2312,A2313,"C0001,C0009,C0099"
2313,A2314,"C0001,C0008,C0032"
2314,A2315,"C0001,C0054,C0056,C0001,C0016,C0028,C0141"
2315,A2316,"C0001,C0016,C0028,C0120"
2316,A2317,"C0001,C0016,C0028,C0120"
2317,A2318,"C0001,C0016,C0028,C0137"
2318,A2319,"C0001,C0008,C0085"
2319,A2320,"C0001,C0008,C0062"
2320,A2321,"C0001,C0009,C0076"
2321,A2322,"C0001,C0008,C0053"
2322,A2323,"C0001,C0014,C0051"
2323,A2324,"C0001,C0014,C0094"
2324,A2325,"C0001,C0014,C0090"
2325,A2326,"C0001,C0008,C0062"
2326,A2327,"C0001,C0009,C0076"
2327,A2328,"C0001,C0009,C0116"
2328,A2329,"C0001,C0008,C0062,C0119,C0001,C0005"
2329,A2330,"C0001,C0014,C0017"
2330,A2331,"C0001,C0008,C0018,C0118,C0001,C0005"
2331,A2332,"C0001,C0008,C0062"
2332,A2333,"C0001,C0016,C0028,C0120"
2333,A2334,"C0001,C0008,C0053"
2334,A2335,"C0001,C0014,C0017"
2335,A2336,"C0001,C0014,C0117"
2336,A2337,"C0001,C0008,C0018"
2337,A2338,"C0001,C0008,C0088"
2338,A2339,"C0001,C0009,C0029,C0124"
2339,A2340,"C0001,C0011,C0087"
2340,A2341,"C0001,C0008,C0053"
2341,A2342,"C0001,C0008,C0018"
2342,A2343,"C0001,C0011,C0072"
2343,A2344,"C0001,C0009,C0020,C0001,C0009,C0029,C0122"
2344,A2345,"C0001,C0054,C0055"
2345,A2346,"C0001,C0054,C0055"
2346,A2347,"C0001,C0008,C0064"
2347,A2348,"C0001,C0008,C0088"
2348,A2349,"C0001,C0008,C0064"
2349,A2350,"C0001,C0016,C0028,C0120"
2350,A2351,"C0001,C0025,C0025"
2351,A2352,"C0001,C0016,C0028,C0135"
2352,A2353,"C0001,C0004,C0036,C0001,C0015,C0103"
2353,A2354,"C0001,C0008,C0062"
2354,A2355,"C0001,C0014,C0094"
2355,A2356,"C0001,C0015,C0091"
2356,A2357,"C0001,C0008,C0062"
2357,A2358,"C0001,C0014,C0069"
2358,A2359,"C0001,C0016,C0028,C0120"
2359,A2360,"C0001,C0008,C0062,C0119,C0001,C0005"
2360,A2361,"C0001,C0008,C0062"
2361,A2362,"C0001,C0005,C0001,C0008,C0053,C0130"
2362,A2363,"C0001,C0006,C0050,C0001,C0009,C0076"
2363,A2364,"C0001,C0008,C0062"
2364,A2365,"C0001,C0054,C0031"
2365,A2366,"C0001,C0016,C0028,C0136"
2366,A2367,"C0001,C0016,C0033,C0127"
2367,A2368,"C0001,C0009,C0086,C0001,C0004,C0095"
2368,A2369,"C0001,C0008,C0062"
2369,A2370,"C0001,C0011,C0093"
2370,A2371,"C0001,C0016,C0092,C0142"
2371,A2372,"C0001,C0014,C0089"
2372,A2373,"C0001,C0016,C0028,C0135"
2373,A2374,"C0001,C0005,C0001,C0008,C0065,C0139"
2374,A2375,"C0001,C0008,C0065"
2375,A2376,"C0001,C0014,C0089"
2376,A2377,"C0001,C0004,C0052"
2377,A2378,"C0001,C0008,C0062,C0119,C0001,C0005"
2378,A2379,"C0001,C0014,C0026"
2379,A2380,"C0001,C0009,C0099"
2380,A2381,"C0001,C0009,C0060"
2381,A2382,"C0001,C0008,C0032"
2382,A2383,"C0001,C0008,C0084"
2383,A2384,"C0001,C0013,C0089"
2384,A2385,"C0001,C0008,C0018"
2385,A2386,"C0001,C0009,C0099,C0001,C0016,C0092,C0143"
2386,A2387,"C0001,C0008,C0018"
2387,A2388,"C0001,C0008,C0058"
2388,A2389,"C0001,C0008,C0064"
2389,A2390,"C0001,C0008,C0058"
2390,A2391,"C0001,C0008,C0063"
2391,A2392,"C0001,C0008,C0018"
2392,A2393,"C0001,C0008,C0018"
2393,A2394,"C0001,C0008,C0018"
2394,A2395,"C0001,C0008,C0018"
2395,A2396,"C0001,C0008,C0085"
2396,A2397,"C0001,C0008,C0058"
2397,A2398,"C0001,C0008,C0058"
2398,A2399,"C0001,C0008,C0058"
2399,A2400,"C0001,C0008,C0018,C0001,C0008,C0058"
2400,A2401,"C0001,C0008,C0032"
2401,A2402,"C0001,C0008,C0062"
2402,A2403,"C0001,C0008,C0018"
2403,A2404,"C0001,C0008,C0018"
2404,A2405,"C0001,C0008,C0062"
2405,A2406,"C0001,C0014,C0108"
2406,A2407,"C0001,C0006,C0105"
2407,A2408,"C0001,C0003,C0048"
2408,A2409,"C0001,C0008,C0066"
