,Length of Human Path,Length of Shortest Path,Ratio of Human to Shortest Path
44334,5,4.0,1.25
44335,7,3.0,2.3333333333333335
44336,9,6.0,1.5
44337,12,6.0,2.0
44338,10,4.0,2.5
44339,5,4.0,1.25
44340,5,4.0,1.25
44341,5,4.0,1.25
44342,4,4.0,1.0
44343,7,5.0,1.4
44344,3,3.0,1.0
44345,5,3.0,1.6666666666666667
44346,6,4.0,1.5
44347,14,5.0,2.8
44348,10,5.0,2.0
44349,4,4.0,1.0
44350,5,3.0,1.6666666666666667
44351,6,3.0,2.0
44352,6,3.0,2.0
44353,5,3.0,1.6666666666666667
44354,4,3.0,1.3333333333333333
44355,6,4.0,1.5
44356,4,4.0,1.0
44357,8,4.0,2.0
44358,4,4.0,1.0
44359,4,4.0,1.0
44360,6,4.0,1.5
44361,5,4.0,1.25
44362,4,4.0,1.0
44363,6,5.0,1.2
44364,6,5.0,1.2
44365,4,4.0,1.0
44366,9,5.0,1.8
44367,6,5.0,1.2
44368,4,4.0,1.0
44369,9,5.0,1.8
44370,8,5.0,1.6
44371,6,5.0,1.2
44372,5,5.0,1.0
44373,5,4.0,1.25
44374,5,5.0,1.0
44375,6,3.0,2.0
44376,8,5.0,1.6
44377,3,3.0,1.0
44378,8,3.0,2.6666666666666665
44379,8,3.0,2.6666666666666665
44380,8,3.0,2.6666666666666665
44381,5,3.0,1.6666666666666667
44382,5,3.0,1.6666666666666667
44383,4,3.0,1.3333333333333333
44384,5,4.0,1.25
44385,4,4.0,1.0
44386,5,4.0,1.25
44387,5,4.0,1.25
44388,7,4.0,1.75
44389,7,5.0,1.4
44390,5,4.0,1.25
44391,8,5.0,1.6
44392,8,5.0,1.6
44393,6,4.0,1.5
44394,11,3.0,3.6666666666666665
44395,12,4.0,3.0
44396,7,4.0,1.75
44397,8,5.0,1.6
44398,8,5.0,1.6
44399,6,5.0,1.2
44400,6,3.0,2.0
44401,6,3.0,2.0
44402,10,4.0,2.5
44403,5,3.0,1.6666666666666667
44404,7,4.0,1.75
44405,7,4.0,1.75
44406,4,4.0,1.0
44407,6,4.0,1.5
44408,7,4.0,1.75
44409,7,4.0,1.75
44410,7,6.0,1.1666666666666667
44411,10,6.0,1.6666666666666667
44412,8,4.0,2.0
44413,4,4.0,1.0
44414,11,5.0,2.2
44415,9,5.0,1.8
44416,6,4.0,1.5
44417,5,4.0,1.25
44418,9,5.0,1.8
44419,8,5.0,1.6
44420,8,5.0,1.6
44421,10,6.0,1.6666666666666667
44422,6,5.0,1.2
44423,13,4.0,3.25
44424,10,4.0,2.5
44425,5,5.0,1.0
44426,10,5.0,2.0
44427,6,3.0,2.0
44428,6,4.0,1.5
44429,4,4.0,1.0
44430,8,4.0,2.0
44431,5,4.0,1.25
44432,4,4.0,1.0
44433,5,4.0,1.25
44434,6,5.0,1.2
44435,7,5.0,1.4
44436,6,4.0,1.5
44437,4,4.0,1.0
44438,7,5.0,1.4
44439,8,4.0,2.0
44440,5,4.0,1.25
44441,4,3.0,1.3333333333333333
44442,7,3.0,2.3333333333333335
44443,5,4.0,1.25
44444,6,4.0,1.5
44445,7,4.0,1.75
44446,4,4.0,1.0
44447,12,4.0,3.0
44448,7,4.0,1.75
44449,7,3.0,2.3333333333333335
44450,5,3.0,1.6666666666666667
44451,5,3.0,1.6666666666666667
44452,4,3.0,1.3333333333333333
44453,6,3.0,2.0
44454,7,4.0,1.75
44455,7,4.0,1.75
44456,3,3.0,1.0
44457,5,4.0,1.25
44458,9,4.0,2.25
44459,8,5.0,1.6
44460,4,3.0,1.3333333333333333
44461,5,3.0,1.6666666666666667
44462,5,3.0,1.6666666666666667
44463,6,3.0,2.0
44464,3,3.0,1.0
44465,7,4.0,1.75
44466,5,4.0,1.25
44467,5,4.0,1.25
44468,8,4.0,2.0
44469,6,4.0,1.5
44470,4,4.0,1.0
44471,6,4.0,1.5
44472,7,4.0,1.75
44473,6,4.0,1.5
44474,6,4.0,1.5
44475,8,4.0,2.0
44476,5,4.0,1.25
44477,6,4.0,1.5
44478,6,4.0,1.5
44479,6,4.0,1.5
44480,7,4.0,1.75
44481,4,3.0,1.3333333333333333
44482,5,2.0,2.5
44483,5,4.0,1.25
44484,17,4.0,4.25
44485,4,4.0,1.0
44486,5,4.0,1.25
44487,4,4.0,1.0
44488,6,4.0,1.5
44489,6,4.0,1.5
44490,5,4.0,1.25
44491,8,5.0,1.6
44492,7,5.0,1.4
44493,2,2.0,1.0
44494,4,3.0,1.3333333333333333
44495,13,4.0,3.25
44496,5,4.0,1.25
44497,5,4.0,1.25
44498,7,4.0,1.75
44499,4,4.0,1.0
44500,8,4.0,2.0
44501,9,5.0,1.8
44502,4,4.0,1.0
44503,5,4.0,1.25
44504,7,4.0,1.75
44505,2,2.0,1.0
44506,6,4.0,1.5
44507,9,4.0,2.25
44508,14,4.0,3.5
44509,3,3.0,1.0
44510,5,4.0,1.25
44511,7,4.0,1.75
44512,4,4.0,1.0
44513,9,5.0,1.8
44514,10,5.0,2.0
44515,9,5.0,1.8
44516,6,4.0,1.5
44517,4,4.0,1.0
44518,5,4.0,1.25
44519,5,4.0,1.25
44520,11,5.0,2.2
44521,6,4.0,1.5
44522,4,4.0,1.0
44523,3,3.0,1.0
44524,11,4.0,2.75
44525,5,4.0,1.25
44526,7,5.0,1.4
44527,5,4.0,1.25
44528,6,4.0,1.5
44529,9,4.0,2.25
44530,6,4.0,1.5
44531,5,4.0,1.25
44532,8,4.0,2.0
44533,5,4.0,1.25
44534,6,4.0,1.5
44535,5,3.0,1.6666666666666667
44536,8,5.0,1.6
44537,7,5.0,1.4
44538,5,4.0,1.25
44539,13,5.0,2.6
44540,5,5.0,1.0
44541,6,4.0,1.5
44542,6,4.0,1.5
44543,9,4.0,2.25
44544,24,4.0,6.0
44545,4,4.0,1.0
44546,6,4.0,1.5
44547,8,4.0,2.0
44548,4,4.0,1.0
44549,5,4.0,1.25
44550,5,4.0,1.25
44551,4,4.0,1.0
44552,5,4.0,1.25
44553,6,4.0,1.5
44554,12,4.0,3.0
44555,6,4.0,1.5
44556,4,4.0,1.0
44557,6,3.0,2.0
44558,9,5.0,1.8
44559,7,5.0,1.4
44560,10,5.0,2.0
44561,8,5.0,1.6
44562,5,5.0,1.0
44563,4,4.0,1.0
44564,5,4.0,1.25
44565,5,4.0,1.25
44566,5,4.0,1.25
44567,8,4.0,2.0
44568,6,4.0,1.5
44569,8,4.0,2.0
44570,5,3.0,1.6666666666666667
44571,8,5.0,1.6
44572,6,5.0,1.2
44573,3,3.0,1.0
44574,3,2.0,1.5
44575,6,5.0,1.2
44576,4,3.0,1.3333333333333333
44577,3,3.0,1.0
44578,3,3.0,1.0
44579,3,3.0,1.0
44580,4,4.0,1.0
44581,6,3.0,2.0
44582,11,6.0,1.8333333333333333
44583,4,4.0,1.0
44584,4,4.0,1.0
44585,5,4.0,1.25
44586,6,4.0,1.5
44587,8,5.0,1.6
44588,6,5.0,1.2
44589,6,4.0,1.5
44590,7,4.0,1.75
44591,8,5.0,1.6
44592,6,4.0,1.5
44593,13,4.0,3.25
44594,6,4.0,1.5
44595,6,4.0,1.5
44596,4,4.0,1.0
44597,4,4.0,1.0
44598,6,4.0,1.5
44599,4,4.0,1.0
44600,3,3.0,1.0
44601,3,3.0,1.0
44602,4,3.0,1.3333333333333333
44603,3,3.0,1.0
44604,3,3.0,1.0
44605,4,4.0,1.0
44606,7,3.0,2.3333333333333335
44607,7,4.0,1.75
44608,5,4.0,1.25
44609,5,4.0,1.25
44610,7,4.0,1.75
44611,5,4.0,1.25
44612,6,4.0,1.5
44613,5,4.0,1.25
44614,7,5.0,1.4
44615,5,5.0,1.0
44616,6,4.0,1.5
44617,6,4.0,1.5
44618,5,4.0,1.25
44619,5,4.0,1.25
44620,5,4.0,1.25
44621,6,4.0,1.5
44622,6,4.0,1.5
44623,7,4.0,1.75
44624,7,4.0,1.75
44625,7,4.0,1.75
44626,9,4.0,2.25
44627,11,4.0,2.75
44628,7,4.0,1.75
44629,9,4.0,2.25
44630,8,4.0,2.0
44631,6,4.0,1.5
44632,5,4.0,1.25
44633,9,4.0,2.25
44634,6,4.0,1.5
44635,6,4.0,1.5
44636,7,4.0,1.75
44637,4,4.0,1.0
44638,4,4.0,1.0
44639,6,4.0,1.5
44640,4,4.0,1.0
44641,4,4.0,1.0
44642,4,3.0,1.3333333333333333
44643,5,4.0,1.25
44644,7,3.0,2.3333333333333335
44645,7,3.0,2.3333333333333335
44646,4,3.0,1.3333333333333333
44647,6,4.0,1.5
44648,6,4.0,1.5
44649,5,4.0,1.25
44650,7,4.0,1.75
44651,3,3.0,1.0
44652,7,4.0,1.75
44653,6,3.0,2.0
44654,6,4.0,1.5
44655,4,4.0,1.0
44656,4,4.0,1.0
44657,5,4.0,1.25
44658,4,4.0,1.0
44659,9,5.0,1.8
44660,5,3.0,1.6666666666666667
44661,9,3.0,3.0
44662,4,3.0,1.3333333333333333
44663,4,3.0,1.3333333333333333
44664,6,5.0,1.2
44665,6,4.0,1.5
44666,24,5.0,4.8
44667,12,5.0,2.4
44668,6,5.0,1.2
44669,4,4.0,1.0
44670,6,4.0,1.5
44671,6,4.0,1.5
44672,4,3.0,1.3333333333333333
44673,5,3.0,1.6666666666666667
44674,9,4.0,2.25
44675,32,4.0,8.0
44676,14,4.0,3.5
44677,5,4.0,1.25
44678,5,4.0,1.25
44679,20,4.0,5.0
44680,3,3.0,1.0
44681,4,4.0,1.0
44682,4,4.0,1.0
44683,4,4.0,1.0
44684,4,4.0,1.0
44685,7,4.0,1.75
44686,3,3.0,1.0
44687,5,3.0,1.6666666666666667
44688,6,3.0,2.0
44689,6,3.0,2.0
44690,4,3.0,1.3333333333333333
44691,7,4.0,1.75
44692,5,4.0,1.25
44693,6,4.0,1.5
44694,6,3.0,2.0
44695,3,3.0,1.0
44696,6,4.0,1.5
44697,5,4.0,1.25
44698,3,3.0,1.0
44699,4,4.0,1.0
44700,5,3.0,1.6666666666666667
44701,7,4.0,1.75
44702,10,4.0,2.5
44703,3,3.0,1.0
44704,5,4.0,1.25
44705,3,3.0,1.0
44706,4,3.0,1.3333333333333333
44707,4,4.0,1.0
44708,3,3.0,1.0
44709,5,3.0,1.6666666666666667
44710,5,4.0,1.25
44711,4,4.0,1.0
44712,7,4.0,1.75
44713,7,4.0,1.75
44714,4,4.0,1.0
44715,6,4.0,1.5
44716,7,4.0,1.75
44717,5,3.0,1.6666666666666667
44718,5,4.0,1.25
44719,5,4.0,1.25
44720,3,3.0,1.0
44721,6,3.0,2.0
44722,4,3.0,1.3333333333333333
44723,4,3.0,1.3333333333333333
44724,4,3.0,1.3333333333333333
44725,3,3.0,1.0
44726,5,4.0,1.25
44727,4,4.0,1.0
44728,5,3.0,1.6666666666666667
44729,8,3.0,2.6666666666666665
44730,3,3.0,1.0
44731,3,3.0,1.0
44732,8,4.0,2.0
44733,5,4.0,1.25
44734,6,4.0,1.5
44735,7,4.0,1.75
44736,6,4.0,1.5
44737,7,5.0,1.4
44738,4,4.0,1.0
44739,15,5.0,3.0
44740,10,5.0,2.0
44741,8,5.0,1.6
44742,4,4.0,1.0
44743,4,4.0,1.0
44744,18,5.0,3.6
44745,7,5.0,1.4
44746,9,4.0,2.25
44747,7,4.0,1.75
44748,6,4.0,1.5
44749,5,4.0,1.25
44750,7,4.0,1.75
44751,8,4.0,2.0
44752,5,4.0,1.25
44753,6,3.0,2.0
44754,16,5.0,3.2
44755,5,5.0,1.0
44756,5,3.0,1.6666666666666667
44757,5,3.0,1.6666666666666667
44758,6,3.0,2.0
44759,6,3.0,2.0
44760,6,4.0,1.5
44761,5,4.0,1.25
44762,7,4.0,1.75
44763,7,5.0,1.4
44764,6,4.0,1.5
44765,5,4.0,1.25
44766,9,4.0,2.25
44767,10,4.0,2.5
44768,5,4.0,1.25
44769,7,4.0,1.75
44770,3,3.0,1.0
44771,7,4.0,1.75
44772,9,4.0,2.25
44773,2,2.0,1.0
44774,4,4.0,1.0
44775,6,5.0,1.2
44776,4,4.0,1.0
44777,7,3.0,2.3333333333333335
44778,8,3.0,2.6666666666666665
44779,6,3.0,2.0
44780,4,3.0,1.3333333333333333
44781,3,3.0,1.0
44782,5,4.0,1.25
44783,4,4.0,1.0
44784,8,4.0,2.0
44785,7,4.0,1.75
44786,7,4.0,1.75
44787,6,4.0,1.5
44788,5,4.0,1.25
44789,4,4.0,1.0
44790,4,4.0,1.0
44791,5,3.0,1.6666666666666667
44792,4,4.0,1.0
44793,6,4.0,1.5
44794,3,3.0,1.0
44795,6,4.0,1.5
44796,2,2.0,1.0
44797,5,4.0,1.25
44798,2,2.0,1.0
44799,10,4.0,2.5
44800,8,4.0,2.0
44801,6,3.0,2.0
44802,11,3.0,3.6666666666666665
44803,6,3.0,2.0
44804,4,3.0,1.3333333333333333
44805,7,3.0,2.3333333333333335
44806,5,4.0,1.25
44807,8,5.0,1.6
44808,8,4.0,2.0
44809,6,5.0,1.2
44810,5,5.0,1.0
44811,6,4.0,1.5
44812,7,4.0,1.75
44813,5,4.0,1.25
44814,7,5.0,1.4
44815,6,4.0,1.5
44816,5,4.0,1.25
44817,10,4.0,2.5
44818,5,4.0,1.25
44819,6,4.0,1.5
44820,6,4.0,1.5
44821,6,5.0,1.2
44822,8,5.0,1.6
44823,6,5.0,1.2
44824,6,3.0,2.0
44825,3,3.0,1.0
44826,4,3.0,1.3333333333333333
44827,3,3.0,1.0
44828,8,4.0,2.0
44829,4,4.0,1.0
44830,5,4.0,1.25
44831,4,4.0,1.0
44832,5,4.0,1.25
44833,7,5.0,1.4
44834,7,4.0,1.75
44835,5,4.0,1.25
44836,14,4.0,3.5
44837,6,4.0,1.5
44838,20,5.0,4.0
44839,6,4.0,1.5
44840,5,4.0,1.25
44841,6,4.0,1.5
44842,4,4.0,1.0
44843,5,3.0,1.6666666666666667
44844,7,3.0,2.3333333333333335
44845,5,3.0,1.6666666666666667
44846,6,3.0,2.0
44847,8,3.0,2.6666666666666665
44848,9,4.0,2.25
44849,5,4.0,1.25
44850,8,4.0,2.0
44851,6,4.0,1.5
44852,4,4.0,1.0
44853,5,4.0,1.25
44854,4,4.0,1.0
44855,4,4.0,1.0
44856,4,4.0,1.0
44857,4,4.0,1.0
44858,6,4.0,1.5
44859,4,3.0,1.3333333333333333
44860,3,3.0,1.0
44861,4,3.0,1.3333333333333333
44862,8,4.0,2.0
44863,4,4.0,1.0
44864,5,3.0,1.6666666666666667
44865,7,4.0,1.75
44866,6,4.0,1.5
44867,6,4.0,1.5
44868,8,5.0,1.6
44869,6,5.0,1.2
44870,13,5.0,2.6
44871,11,5.0,2.2
44872,10,4.0,2.5
44873,10,4.0,2.5
44874,5,3.0,1.6666666666666667
44875,5,3.0,1.6666666666666667
44876,5,4.0,1.25
44877,14,5.0,2.8
44878,6,4.0,1.5
44879,4,3.0,1.3333333333333333
44880,7,3.0,2.3333333333333335
44881,4,4.0,1.0
44882,4,3.0,1.3333333333333333
44883,6,4.0,1.5
44884,5,4.0,1.25
44885,4,4.0,1.0
44886,4,4.0,1.0
44887,8,5.0,1.6
44888,7,5.0,1.4
44889,6,5.0,1.2
44890,7,4.0,1.75
44891,10,5.0,2.0
44892,7,5.0,1.4
44893,6,5.0,1.2
44894,3,3.0,1.0
44895,15,6.0,2.5
44896,8,4.0,2.0
44897,4,4.0,1.0
44898,5,4.0,1.25
44899,8,4.0,2.0
44900,6,4.0,1.5
44901,7,4.0,1.75
44902,4,4.0,1.0
44903,6,4.0,1.5
44904,5,3.0,1.6666666666666667
44905,6,5.0,1.2
44906,4,3.0,1.3333333333333333
44907,9,3.0,3.0
44908,6,3.0,2.0
44909,4,3.0,1.3333333333333333
44910,4,3.0,1.3333333333333333
44911,5,3.0,1.6666666666666667
44912,6,5.0,1.2
44913,7,5.0,1.4
44914,6,5.0,1.2
44915,9,4.0,2.25
44916,9,5.0,1.8
44917,6,4.0,1.5
44918,7,4.0,1.75
44919,8,5.0,1.6
44920,15,5.0,3.0
44921,12,5.0,2.4
44922,8,4.0,2.0
44923,6,4.0,1.5
44924,6,3.0,2.0
44925,3,3.0,1.0
44926,14,4.0,3.5
44927,6,4.0,1.5
44928,15,5.0,3.0
44929,8,5.0,1.6
44930,5,3.0,1.6666666666666667
44931,3,3.0,1.0
44932,11,4.0,2.75
44933,7,4.0,1.75
44934,10,5.0,2.0
44935,6,5.0,1.2
44936,7,5.0,1.4
44937,5,4.0,1.25
44938,5,4.0,1.25
44939,5,3.0,1.6666666666666667
44940,5,3.0,1.6666666666666667
44941,5,3.0,1.6666666666666667
44942,5,4.0,1.25
44943,7,4.0,1.75
44944,7,4.0,1.75
44945,9,4.0,2.25
44946,4,4.0,1.0
44947,5,4.0,1.25
44948,7,4.0,1.75
44949,6,4.0,1.5
44950,8,5.0,1.6
44951,7,4.0,1.75
44952,5,4.0,1.25
44953,3,3.0,1.0
44954,9,4.0,2.25
44955,9,4.0,2.25
44956,6,4.0,1.5
44957,5,4.0,1.25
44958,8,4.0,2.0
44959,7,4.0,1.75
44960,9,4.0,2.25
44961,4,4.0,1.0
44962,6,4.0,1.5
44963,8,4.0,2.0
44964,5,4.0,1.25
44965,9,4.0,2.25
44966,7,4.0,1.75
44967,5,4.0,1.25
44968,5,4.0,1.25
44969,4,4.0,1.0
44970,4,4.0,1.0
44971,8,3.0,2.6666666666666665
44972,15,4.0,3.75
44973,4,3.0,1.3333333333333333
44974,3,3.0,1.0
44975,9,4.0,2.25
44976,6,4.0,1.5
44977,11,5.0,2.2
44978,10,5.0,2.0
44979,7,5.0,1.4
44980,10,4.0,2.5
44981,7,5.0,1.4
44982,10,5.0,2.0
44983,6,4.0,1.5
44984,10,5.0,2.0
44985,6,5.0,1.2
44986,6,4.0,1.5
44987,6,4.0,1.5
44988,7,4.0,1.75
44989,5,4.0,1.25
44990,12,4.0,3.0
44991,7,4.0,1.75
44992,7,4.0,1.75
44993,6,4.0,1.5
44994,7,3.0,2.3333333333333335
44995,4,3.0,1.3333333333333333
44996,4,3.0,1.3333333333333333
44997,8,4.0,2.0
44998,6,4.0,1.5
44999,3,3.0,1.0
45000,9,4.0,2.25
45001,6,4.0,1.5
45002,3,3.0,1.0
45003,4,4.0,1.0
45004,8,4.0,2.0
45005,7,4.0,1.75
45006,8,4.0,2.0
45007,5,4.0,1.25
45008,6,4.0,1.5
45009,5,3.0,1.6666666666666667
45010,4,3.0,1.3333333333333333
45011,6,4.0,1.5
45012,5,4.0,1.25
45013,5,4.0,1.25
45014,4,4.0,1.0
45015,4,4.0,1.0
45016,6,5.0,1.2
45017,13,6.0,2.1666666666666665
45018,6,5.0,1.2
45019,7,4.0,1.75
45020,5,4.0,1.25
45021,6,4.0,1.5
45022,13,5.0,2.6
45023,5,4.0,1.25
45024,4,4.0,1.0
45025,5,4.0,1.25
45026,5,5.0,1.0
45027,12,5.0,2.4
45028,6,4.0,1.5
45029,5,4.0,1.25
45030,7,6.0,1.1666666666666667
45031,11,4.0,2.75
45032,5,4.0,1.25
45033,6,4.0,1.5
45034,6,4.0,1.5
45035,7,4.0,1.75
45036,5,4.0,1.25
45037,4,4.0,1.0
45038,7,4.0,1.75
45039,6,4.0,1.5
45040,9,6.0,1.5
45041,6,5.0,1.2
45042,6,4.0,1.5
45043,4,4.0,1.0
45044,5,4.0,1.25
45045,5,3.0,1.6666666666666667
45046,3,3.0,1.0
45047,9,4.0,2.25
45048,5,4.0,1.25
45049,10,4.0,2.5
45050,6,4.0,1.5
45051,7,5.0,1.4
45052,7,3.0,2.3333333333333335
45053,8,3.0,2.6666666666666665
45054,6,3.0,2.0
45055,7,4.0,1.75
45056,4,3.0,1.3333333333333333
45057,4,4.0,1.0
45058,4,4.0,1.0
45059,15,5.0,3.0
45060,5,5.0,1.0
45061,5,5.0,1.0
45062,9,4.0,2.25
45063,4,4.0,1.0
45064,8,4.0,2.0
45065,7,4.0,1.75
45066,5,4.0,1.25
45067,4,3.0,1.3333333333333333
45068,9,4.0,2.25
45069,4,4.0,1.0
45070,6,4.0,1.5
45071,8,4.0,2.0
45072,6,4.0,1.5
45073,4,4.0,1.0
45074,8,4.0,2.0
45075,4,4.0,1.0
45076,7,4.0,1.75
45077,5,4.0,1.25
45078,4,4.0,1.0
45079,6,4.0,1.5
45080,4,4.0,1.0
45081,4,4.0,1.0
45082,5,5.0,1.0
45083,5,4.0,1.25
45084,4,4.0,1.0
45085,7,4.0,1.75
45086,6,4.0,1.5
45087,8,4.0,2.0
45088,4,4.0,1.0
45089,6,4.0,1.5
45090,6,4.0,1.5
45091,6,5.0,1.2
45092,9,5.0,1.8
45093,7,5.0,1.4
45094,4,3.0,1.3333333333333333
45095,4,4.0,1.0
45096,4,3.0,1.3333333333333333
45097,6,3.0,2.0
45098,10,3.0,3.3333333333333335
45099,7,3.0,2.3333333333333335
45100,7,4.0,1.75
45101,7,4.0,1.75
45102,8,4.0,2.0
45103,8,4.0,2.0
45104,9,4.0,2.25
45105,4,3.0,1.3333333333333333
45106,5,4.0,1.25
45107,5,4.0,1.25
45108,5,4.0,1.25
45109,6,4.0,1.5
45110,6,4.0,1.5
45111,5,4.0,1.25
45112,5,4.0,1.25
45113,6,4.0,1.5
45114,6,4.0,1.5
45115,7,4.0,1.75
45116,5,4.0,1.25
45117,5,4.0,1.25
45118,7,4.0,1.75
45119,6,4.0,1.5
45120,6,4.0,1.5
45121,5,3.0,1.6666666666666667
45122,4,3.0,1.3333333333333333
45123,5,3.0,1.6666666666666667
45124,4,3.0,1.3333333333333333
45125,4,3.0,1.3333333333333333
45126,4,3.0,1.3333333333333333
45127,4,3.0,1.3333333333333333
45128,4,3.0,1.3333333333333333
45129,4,3.0,1.3333333333333333
45130,4,3.0,1.3333333333333333
45131,4,3.0,1.3333333333333333
45132,4,3.0,1.3333333333333333
45133,4,3.0,1.3333333333333333
45134,4,3.0,1.3333333333333333
45135,4,3.0,1.3333333333333333
45136,4,3.0,1.3333333333333333
45137,4,3.0,1.3333333333333333
45138,4,3.0,1.3333333333333333
45139,5,4.0,1.25
45140,4,4.0,1.0
45141,5,4.0,1.25
45142,5,4.0,1.25
45143,5,4.0,1.25
45144,5,4.0,1.25
45145,5,4.0,1.25
45146,5,4.0,1.25
45147,6,4.0,1.5
45148,5,4.0,1.25
45149,6,4.0,1.5
45150,6,4.0,1.5
45151,12,4.0,3.0
45152,4,4.0,1.0
45153,6,5.0,1.2
45154,8,4.0,2.0
45155,18,4.0,4.5
45156,7,4.0,1.75
45157,6,3.0,2.0
45158,9,4.0,2.25
45159,7,4.0,1.75
45160,4,4.0,1.0
45161,4,4.0,1.0
45162,4,4.0,1.0
45163,5,4.0,1.25
45164,5,4.0,1.25
45165,12,5.0,2.4
45166,7,4.0,1.75
45167,4,4.0,1.0
45168,5,4.0,1.25
45169,5,4.0,1.25
45170,5,4.0,1.25
45171,4,4.0,1.0
45172,5,4.0,1.25
45173,5,4.0,1.25
45174,6,4.0,1.5
45175,9,4.0,2.25
45176,9,4.0,2.25
45177,12,4.0,3.0
45178,11,4.0,2.75
45179,6,4.0,1.5
45180,6,4.0,1.5
45181,8,4.0,2.0
45182,6,4.0,1.5
45183,8,4.0,2.0
45184,4,4.0,1.0
45185,8,5.0,1.6
45186,7,4.0,1.75
45187,6,4.0,1.5
45188,6,4.0,1.5
45189,5,4.0,1.25
45190,7,4.0,1.75
45191,4,3.0,1.3333333333333333
45192,5,4.0,1.25
45193,4,4.0,1.0
45194,14,5.0,2.8
45195,11,5.0,2.2
45196,9,5.0,1.8
45197,5,4.0,1.25
45198,15,5.0,3.0
45199,6,5.0,1.2
45200,8,5.0,1.6
45201,7,4.0,1.75
45202,8,4.0,2.0
45203,8,4.0,2.0
45204,11,4.0,2.75
45205,8,4.0,2.0
45206,7,4.0,1.75
45207,5,4.0,1.25
45208,4,4.0,1.0
45209,5,4.0,1.25
45210,6,3.0,2.0
45211,10,4.0,2.5
45212,9,4.0,2.25
45213,7,4.0,1.75
45214,5,4.0,1.25
45215,5,4.0,1.25
45216,5,3.0,1.6666666666666667
45217,5,3.0,1.6666666666666667
45218,5,4.0,1.25
45219,3,3.0,1.0
45220,4,4.0,1.0
45221,4,4.0,1.0
45222,5,4.0,1.25
45223,5,4.0,1.25
45224,5,4.0,1.25
45225,10,5.0,2.0
45226,4,4.0,1.0
45227,6,3.0,2.0
45228,3,3.0,1.0
45229,8,3.0,2.6666666666666665
45230,10,3.0,3.3333333333333335
45231,5,4.0,1.25
45232,8,4.0,2.0
45233,7,4.0,1.75
45234,9,4.0,2.25
45235,3,3.0,1.0
45236,4,4.0,1.0
45237,4,3.0,1.3333333333333333
45238,3,3.0,1.0
45239,8,3.0,2.6666666666666665
45240,10,5.0,2.0
45241,6,5.0,1.2
45242,5,2.0,2.5
45243,6,3.0,2.0
45244,6,3.0,2.0
45245,9,3.0,3.0
45246,3,3.0,1.0
45247,4,3.0,1.3333333333333333
45248,3,3.0,1.0
45249,7,4.0,1.75
45250,4,4.0,1.0
45251,5,4.0,1.25
45252,3,3.0,1.0
45253,5,3.0,1.6666666666666667
45254,6,4.0,1.5
45255,5,4.0,1.25
45256,5,4.0,1.25
45257,7,4.0,1.75
45258,5,4.0,1.25
45259,4,4.0,1.0
45260,8,4.0,2.0
45261,5,4.0,1.25
45262,4,4.0,1.0
45263,4,4.0,1.0
45264,6,5.0,1.2
45265,7,4.0,1.75
45266,5,4.0,1.25
45267,5,4.0,1.25
45268,7,3.0,2.3333333333333335
45269,3,3.0,1.0
45270,6,5.0,1.2
45271,17,4.0,4.25
45272,7,4.0,1.75
45273,7,5.0,1.4
45274,8,5.0,1.6
45275,2,2.0,1.0
45276,7,5.0,1.4
45277,6,4.0,1.5
45278,7,4.0,1.75
45279,10,4.0,2.5
45280,11,5.0,2.2
45281,14,5.0,2.8
45282,10,5.0,2.0
45283,7,5.0,1.4
45284,5,4.0,1.25
45285,8,5.0,1.6
45286,7,5.0,1.4
45287,10,5.0,2.0
45288,4,3.0,1.3333333333333333
45289,8,4.0,2.0
45290,5,4.0,1.25
45291,7,4.0,1.75
45292,9,4.0,2.25
45293,5,4.0,1.25
45294,5,4.0,1.25
45295,7,4.0,1.75
45296,4,4.0,1.0
45297,5,4.0,1.25
45298,5,3.0,1.6666666666666667
45299,4,3.0,1.3333333333333333
45300,15,3.0,5.0
45301,3,3.0,1.0
45302,3,3.0,1.0
45303,3,3.0,1.0
45304,5,4.0,1.25
45305,6,4.0,1.5
45306,3,3.0,1.0
45307,14,4.0,3.5
45308,7,4.0,1.75
45309,12,5.0,2.4
45310,38,5.0,7.6
45311,5,4.0,1.25
45312,4,4.0,1.0
45313,4,4.0,1.0
45314,5,4.0,1.25
45315,5,4.0,1.25
45316,4,3.0,1.3333333333333333
45317,5,3.0,1.6666666666666667
45318,5,3.0,1.6666666666666667
45319,4,3.0,1.3333333333333333
45320,4,4.0,1.0
45321,8,4.0,2.0
45322,7,4.0,1.75
45323,5,4.0,1.25
45324,4,4.0,1.0
45325,4,3.0,1.3333333333333333
45326,6,5.0,1.2
45327,4,4.0,1.0
45328,5,4.0,1.25
45329,9,4.0,2.25
45330,13,4.0,3.25
45331,5,4.0,1.25
45332,5,4.0,1.25
45333,7,4.0,1.75
45334,4,3.0,1.3333333333333333
45335,3,3.0,1.0
45336,3,3.0,1.0
45337,4,4.0,1.0
45338,6,4.0,1.5
45339,5,4.0,1.25
45340,5,3.0,1.6666666666666667
45341,5,4.0,1.25
45342,4,4.0,1.0
45343,8,5.0,1.6
45344,5,3.0,1.6666666666666667
45345,7,4.0,1.75
45346,11,4.0,2.75
45347,10,4.0,2.5
45348,5,4.0,1.25
45349,5,4.0,1.25
45350,5,3.0,1.6666666666666667
45351,7,3.0,2.3333333333333335
